Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
7462,WLSL-LP     ,28.3504166666667,-82.2049722222222,92.7,0.01,0.0,FL ,SAINT LEO UNIVERSITY INCORPORATED                                           
7463,WAVW        ,27.2750555555556,-80.2861666666667,92.7,0.01,147.0,FL ,"IHM LICENSES, LLC                                                           "
7464,W224AT,30.5093611111111,-84.2573888888889,92.7,0.01,76.0,FL ,FLORIDA STATE UNIVERSITY                                                    
7465,W224CQ,28.5533333333333,-81.6000833333333,92.7,0.01,0.0,FL ,"BIBLE BROADCASTING NETWORK, INC.                                            "
7466,WRXW-LP     ,28.6447777777778,-81.3558611111111,92.7,0.01,0.0,FL ,92.7 FM WRXW INC
7467,WASU-LP     ,31.5673888888889,-84.1393333333333,92.7,0.01,29.7,GA ,ALBANY STATE UNIVERSITY                                                     
7468,W224CY,33.9873333333333,-83.3379444444445,92.7,0.01,0.0,GA ,"MECA COMMUNICATIONS, INC.                                                   "
7469,WKLD-LP     ,30.9085,-84.5540555555556,92.7,0.01,0.0,GA ,"COMMUNITY HELPING HAND OUTREACH,INC                                         "
7470,WXFC-LP     ,34.8540555555556,-84.3286944444444,92.7,0.01,-3.0,GA ,FANNIN COUNTY BOARD OF EDUCATION                                            
7472,WSSI        ,31.1944444444444,-81.49175,92.7,0.01,123.0,GA ,"GOLDEN ISLES BROADCASTING, LLC                                              "
7473,WKKZ        ,32.5226666666667,-82.8998611111111,92.7,0.01,127.0,GA ,KIRBY BROADCASTING COMPANY                                                  
7474,W224DA,32.155,-81.165,92.7,0.01,0.0,GA ,"RADIO TRAINING NETWORK, INC.                                                "
7475,W224DS,34.2338888888889,-85.2305555555556,92.7,0.01,0.0,GA ,"WOMAN'S WORLD BROADCASTING, INC.                                            "
7477,W224BE,32.7654444444445,-81.649,92.7,0.01,0.0,GA ,"RADIO TRAINING NETWORK, INC.                                                "
7478,KMOY        ,13.4880555555556,144.826388888889,92.7,0.01,165.0,GU ,"MOY COMMUNICATIONS, INC.                                                    "
7479,K224CQ,22.1824722222222,-159.333027777778,92.7,0.01,0.0,HI ,"KEKAHU FOUNDATION, INC.                                                     "
7480,KHBC        ,19.8355555555556,-155.109166666667,92.7,0.01,-78.0,HI ,RESONATE HAWAII LLC                                                         
7481,K224FR,21.3326666666667,-157.815027777778,92.7,0.01,0.0,HI ,"BLOW UP, LLC                                                                "
7482,KLGA-FM     ,43.068,-94.2024444444445,92.7,0.01,137.0,IA ,"A2Z BROADCASTING, LLC"
7484,KOUR-LP     ,41.6866944444444,-91.5626666666667,92.7,0.01,0.0,IA ,"OUR LADY OF PERPETUAL HELP, INC.                                            "
7485,KTWA        ,41.0247222222222,-92.4693611111111,92.7,0.01,97.0,IA ,"O-TOWN COMMUNICATIONS, INC.                                                 "
7486,K224EP,43.5955277777778,-116.145472222222,92.7,0.01,0.0,ID ,"RADIO RANCHO, LLC                                                           "
7487,K224CV,44.4426666666667,-116.136777777778,92.7,0.01,937.1,ID ,CSN INTERNATIONAL                                                           
7488,KORT-FM     ,45.8632222222222,-116.124305555556,92.7,0.01,717.0,ID ,"NELLY BROADCASTING IDAHO, LLC                                               "
7489,KTPZ        ,42.7315833333333,-114.418638888889,92.7,0.01,226.0,ID ,ILIAD MEDIA GROUP HOLDINGS INC.                                             
7490,K224EJ,42.5251944444444,-111.399666666667,92.7,0.01,0.0,ID ,"OLD WEST MEDIA, INC.                                                        "
7491,K224EL,43.1676944444444,-112.369694444444,92.7,0.01,0.0,ID ,"RIVERBEND COMMUNICATIONS, LLC                                               "
7492,KSRA-FM     ,45.1838055555556,-113.870888888889,92.7,0.01,-268.0,ID ,"BITTERROOT COMMUNICATIONS, INC.                                             "
7493,WCPY        ,42.13725,-87.9825833333333,92.7,0.01,116.0,IL ,RHYTHM ENTERPRISES LLC                                                      
7494,W224DC,38.6297222222222,-90.0111111111111,92.7,0.01,0.0,IL ,COVENANT NETWORK                                                            
7495,WLSR        ,40.9428055555556,-90.3443055555556,92.7,0.01,119.0,IL ,GALESBURG BROADCASTING COMPANY                                              
7496,WVZA        ,37.7745,-89.0973055555556,92.7,0.01,100.0,IL ,"WITHERS BROADCASTING OF SOUTHERN ILLINOIS, LLC                              "
7497,WVLI        ,41.1228055555556,-87.8930833333333,92.7,0.01,100.0,IL ,"MILNER MEDIA PARTNERS, LLC                                                  "
7498,WQLZ        ,39.6439166666667,-89.51425,92.7,0.01,147.0,IL ,"WOODWARD COMMUNICATIONS, INC.                                               "
7499,W224CL,40.0936111111111,-85.7151666666667,92.7,0.01,0.0,IN ,EDUCATIONAL MEDIA FOUNDATION                                                
7500,W224BY,41.6808888888889,-85.0013611111111,92.7,0.01,0.0,IN ,"SWICK BROADCASTING COMPANY, INC.                                            "
7501,WXKU-FM     ,38.8222777777778,-85.7938611111111,92.7,0.01,129.0,IN ,"BK MEDIA, LLC                                                               "
7502,WZBD        ,40.7708611111111,-84.9346666666667,92.7,0.01,120.0,IN ,"ADAMS COUNTY RADIO, INC                                                     "
7503,WFNF        ,39.51225,-87.1383611111111,92.7,0.01,91.0,IN ,JKO MEDIA GROUP                                                             
7504,W224EA,41.57236111111111,-87.3181388888889,92.7,0.01,0.0,IN ,MARION WILLIAMS                                                             
7505,W224DI,39.7600555555556,-86.0060833333333,92.7,0.01,0.0,IN ,"RADIO ONE OF INDIANA, LLC                                                   "
7506,W224AX,40.3905833333333,-86.8644444444444,92.7,0.01,59.6,IN ,"PENSACOLA CHRISTIAN COLLEGE, INC.                                           "
7507,K224FQ,37.0363333333333,-95.6195555555556,92.7,0.01,0.0,KS ,"SEK MEDIA, LLC                                                              "
7508,K224FF,39.0160555555556,-94.6900555555556,92.7,0.01,0.0,KS ,"RADIO VIDA KANSAS, INC.                                                     "
7509,K224EX,39.1558333333333,-96.6125,92.7,0.01,0.0,KS ,"EAGLE COMMUNICATIONS, INC.                                                  "
7510,KZUH        ,39.0144444444444,-97.6286111111111,92.7,0.01,142.0,KS ,"GREAT PLAINS CHRISTIAN RADIO, INC.                                          "
7511,KWME        ,37.3355833333333,-97.4650555555556,92.7,0.01,130.0,KS ,MY TOWN MEDIA INC                                                           
7513,WDMZ-LP     ,36.8213611111111,-88.3763333333333,92.7,0.01,0.0,KY ,FALCON COMMUNICATIONS CORP.                                                 
7514,WCMI-FM     ,38.4675833333333,-82.5968333333333,92.7,0.01,162.0,KY ,"KINDRED COMMUNICATIONS, INC.                                                "
7516,W224CV,37.1711944444444,-83.1301666666667,92.7,0.01,0.0,KY ,PHILIP H. HAYES                                                             
7517,WLSC-LP     ,38.1978611111111,-85.7691388888889,92.7,0.01,8.0,KY ,"WAVEBLAZE, INC.                                                             "
7518,WMIK-FM     ,36.59425,-83.7949166666667,92.7,0.01,410.0,KY ,"GATEWAY BROADCASTING, INC.                                                  "
7519,WHVE        ,37.0778333333333,-85.1743888888889,92.7,0.01,100.0,KY ,"SHORELINE COMMUNICATIONS, INC                                               "
7520,WBKL        ,30.851,-91.0753888888889,92.7,0.01,184.0,LA ,EDUCATIONAL MEDIA FOUNDATION                                                
7522,KSBU        ,32.3704166666667,-91.1276111111111,92.7,0.01,118.0,LA ,"HOLLADAY BROADCASTING OF LOUISIANA, LLC                                     "
7523,KBYO-FM     ,32.6754166666667,-92.3195833333333,92.7,0.01,100.0,LA ,"MEDIA MINISTRIES, INC.                                                      "
7524,KZJM-LP     ,30.2321388888889,-91.989,92.7,0.01,0.0,LA ,M&M COMMUNITY DEVELOPMENT( LAFAYETTE BRANCH)                                
7525,KBDV        ,31.1188055555556,-93.1868333333333,92.7,0.01,100.0,LA ,"BALDRIDGE-DUMAS COMMUNICATIONS, INC.                                        "
7526,KJVC        ,32.0218055555556,-93.7385,92.7,0.01,91.0,LA ,"SPUTNIK MEDIA, LLC                                                          "
7527,KYSW-LP     ,30.2936666666667,-89.7043055555556,92.7,0.01,0.0,LA ,"SPOKESMAN AMONG WOMEN EDUCATIONAL ORGANIZATION, INC.                        "
7528,WBUA        ,41.4378888888889,-70.6136388888889,92.7,0.01,96.0,MA ,THE TRUSTEES OF BOSTON UNIVERSITY                                           
7529,WVTO-LP     ,39.2722222222222,-76.6727777777778,92.7,0.01,20.0,MD ,THE BENEDICTINE SOCIETY OF BALTIMORE CITY                                   
7530,WSJF-LP     ,39.3839444444444,-76.9818611111111,92.7,0.01,0.0,MD ,"ST. JOSEPH'S, SYKESVILLE, ROMAN CATHOLIC CONGREGATION, INC                  "
7531,WDCJ        ,38.6498055555556,-76.7734166666667,92.7,0.01,169.0,MD ,"RADIO ONE LICENSES, LLC                                                     "
7532,WQDY-FM     ,45.1672777777778,-67.2766388888889,92.7,0.01,91.0,ME ,"WQDY, INC.                                                                  "
7533,WOXO-FM     ,44.2964444444444,-70.6175555555556,92.7,0.01,224.0,ME ,"BENNETT RADIO GROUP, LLC                                                    "
7535,W224ED,42.2925277777778,-84.0321666666667,92.7,0.01,0.0,MI ,"COOLARITY A2, LLC"
7536,W224AW,46.6768888888889,-89.5776388888889,92.7,0.01,0.0,MI ,"GOSPEL OPPORTUNITIES, INC.                                                  "
7537,W224AV,46.5338055555556,-88.5437222222222,92.7,0.01,0.0,MI ,"GOSPEL OPPORTUNITIES, INC.                                                  "
7538,W224CC,42.4478055555556,-83.1729722222222,92.7,0.01,0.0,MI ,SALEM COMMUNICATIONS HOLDING CORPORATION                                    
7539,WDZZ-FM     ,43.0414166666667,-83.6910555555556,92.7,0.01,100.0,MI ,CUMULUS LICENSING LLC                                                       
7540,W224AO,47.1195833333333,-88.5513611111111,92.7,0.01,0.0,MI ,MINNESOTA PUBLIC RADIO                                                      
7541,W224BZ,43.0044722222222,-85.0858333333333,92.7,0.01,0.0,MI ,"PACKER RADIO WION, LLC                                                      "
7542,W224CA,43.9169444444444,-86.43675,92.7,0.01,0.0,MI ,"SYNERGY LAKESHORE LICENSES, LLC                                             "
7543,WRPP        ,45.966638888888895,-86.4881944444445,92.7,0.01,243.0,MI ,"906 DELTA, LLC"
7544,W224DT,42.9769722222222,-82.4643611111111,92.7,0.01,0.0,MI ,"LIGGETT COMMUNICATIONS, LLC                                                 "
7545,WYVN        ,42.6861388888889,-86.1680833333333,92.7,0.01,114.0,MI ,"MIDWEST COMMUNICATIONS, INC.                                                "
7546,K224DM,43.6277222222222,-93.3638333333333,92.7,0.01,67.8,MN ,MINNESOTA PUBLIC RADIO                                                      
7547,W224AB,47.4241111111111,-94.9016666666667,92.7,0.01,0.0,MN ,"HEARTLAND CHRISTIAN BROADCASTERS, INC.                                      "
7548,KBMW-FM     ,46.2805277777778,-96.5884166666667,92.7,0.01,46.0,MN ,"I3G MEDIA, LLC"
7549,W224CG,47.3296666666667,-93.7935555555556,92.7,0.01,0.0,MN ,"HEARTLAND CHRISTIAN BROADCASTERS, INC.                                      "
7550,WZBY        ,47.9776388888889,-89.6848055555556,92.7,0.01,0.0,MN ,CARPENTER BROADCASTING LLC                                                  
7552,K224DB,45.1944444444444,-95.0838888888889,92.7,0.01,0.0,MN ,UNIVERSITY OF NORTHWESTERN-ST. PAUL                                         
7553,KLOZ        ,38.3408611111111,-92.5926666666667,92.7,0.01,189.0,MO ,"BENNE BROADCASTING COMPANY, LLC                                             "
7554,KFTN-LP     ,38.5175277777778,-90.4937222222222,92.7,0.01,0.0,MO ,ROCKWOOD SCHOOL DISTRICT                                                    
7555,K224ET,38.7590277777778,-94.1672222222222,92.7,0.01,0.0,MO ,"RADIO VIDA KANSAS, INC.                                                     "
7556,KSJQ        ,39.97608333333329,-94.9771944444445,92.7,0.01,150.0,MO ,"EAGLE COMMUNICATIONS, INC.                                                  "
7557,K224FT,38.7520277777778,-90.6229444444444,92.7,0.01,0.0,MO ,LUTHERAN CHURCH-MISSOURI SYNOD                                              
7558,K224EZ,38.4819722222222,-91.0410833333333,92.7,0.01,0.0,MO ,"BROADCAST PROPERTIES, INC.                                                  "
7559,K224CF,36.6895,-91.8959722222222,92.7,0.01,137.0,MO ,"CHRISTIAN BROADCASTING GROUP OF MOUNTAIN HOME, INC                          "
7560,W224DP,31.3351666666667,-89.3264444444444,92.7,0.01,0.0,MS ,EAGLE BROADCASTING LLC                                                      
7561,WKRA-FM     ,34.7864722222222,-89.4167222222222,92.7,0.01,91.0,MS ,BILLY R. AUTRY                                                              
7562,WGTC-LP     ,33.4777777777778,-88.6408611111111,92.7,0.01,0.0,MS ,EAST MISSISSIPPI COMMUNITY COLLEGE                                          
7563,WKXG        ,33.5022222222222,-90.3388888888889,92.7,0.01,86.0,MS ,CONTEMPORARY COMMUNICATIONS LLC                                             
7564,KMEA-LP     ,45.6276944444444,-110.963805555556,92.7,0.01,0.0,MT ,GALATIN CHRISTIAN EDUCATION STATION                                         
7565,K224DV,48.0685555555556,-114.039833333333,92.7,0.01,0.0,MT ,EDUCATIONAL MEDIA FOUNDATION                                                
7566,K224AA,46.8821388888889,-113.987861111111,92.7,0.01,0.0,MT ,"TOWNSQUARE LICENSE, LLC                                                     "
7568,KVCK-FM     ,48.1858611111111,-105.669444444444,92.7,0.01,152.0,MT ,"WOLFTRAX BROADCASTING, LLC                                                  "
7569,W224BC,35.9401388888889,-79.4294722222222,92.7,0.01,0.0,NC ,CSN INTERNATIONAL                                                           
7570,W224DD,35.3743333333333,-78.0116666666667,92.7,0.01,0.0,NC ,EASTERN AIRWAVES LLC                                                        
7571,W224CO,36.0616666666667,-79.7927777777778,92.7,0.01,0.0,NC ,EDUCATIONAL MEDIA FOUNDATION                                                
7572,W224EI,35.5376666666667,-77.4180277777778,92.7,0.01,0.0,NC ,"PIRATE MEDIA GROUP, LLC                                                     "
7573,WFNZ-FM     ,35.27625,-80.7996944444444,92.7,0.01,179.0,NC ,"RADIO ONE OF NORTH CAROLINA, LLC                                            "
7575,W224CP,35.9195833333333,-80.0294722222222,92.7,0.01,0.0,NC ,CSN INTERNATIONAL                                                           
7576,W224DO,35.3884166666667,-78.80625,92.7,0.01,0.0,NC ,ESTUARDO RODRIGUEZ                                                          
7577,W224DZ,36.1873333333333,-81.1408055555556,92.7,0.01,0.0,NC ,"WILKES BROADCASTING COMPANY, INC.                                           "
7578,WBNK        ,34.8837777777778,-76.50575,92.7,0.01,228.0,NC ,EDUCATIONAL MEDIA FOUNDATION                                                
7579,W224CX,34.2857222222222,-77.9752777777778,92.7,0.01,0.0,NC ,"FRIENDS OF PUBLIC RADIO, INC.                                               "
7580,K224FD,46.8174722222222,-96.8023055555556,92.7,0.01,0.0,ND ,"RADIO FARGO-MOORHEAD, INC.                                                  "
7581,K224FJ,48.3911388888889,-102.934916666667,92.7,0.01,0.0,ND ,"BAKKEN BEACON MEDIA, LLC                                                    "
7582,KBRB-FM     ,42.5544444444444,-99.8315,92.7,0.01,96.0,NE ,SANDHILLS BROADCASTING LLC                                                  
7583,KUSO        ,41.8305555555556,-97.6869444444445,92.7,0.01,150.0,NE ,"FLOOD COMMUNICATIONS, L.L.C.                                                "
7584,K224FL,40.7658333333333,-99.4842777777778,92.7,0.01,0.0,NE ,NEBRASKA RURAL RADIO ASSOCIATION                                            
7585,K224CH,40.26275,-100.892083333333,92.7,0.01,97.0,NE ,NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION                          
7586,K224FK,40.5675277777778,-98.3756111111111,92.7,0.01,0.0,NE ,"FLOOD COMMUNICATIONS TRI-CITIES, L.L.C.                                     "
7587,K224DJ,41.2569444444444,-95.9550277777778,92.7,0.01,0.0,NE ,MY BRIDGE                                                                   
7588,W224CW,40.4791666666667,-74.4746944444445,92.7,0.01,0.0,NJ ,RAHUL WALIA                                                                 
7589,WXGN-LP     ,39.2591138888889,-74.6530166666667,92.7,0.01,51.0,NJ ,"JOY BROADCASTING, INC.                                                      "
7590,WOBM-FM     ,39.8753888888889,-74.1655,92.7,0.01,144.0,NJ ,"TOWNSQUARE LICENSE, LLC                                                     "
7592,W224AS,40.8078611111111,-74.9585,92.7,0.01,0.0,NJ ,"WRNJ RADIO, INC.                                                            "
7593,KDSK-FM     ,35.2530833333333,-107.596694444444,92.7,0.01,818.0,NM ,"KD RADIO, INC.                                                              "
7594,KRSY-FM     ,32.8921944444444,-105.945527777778,92.7,0.01,-219.0,NM ,EXCITER MEDIA LLC                                                           
7595,K224FI,32.3020277777778,-106.802777777778,92.7,0.01,0.0,NM ,CARLOS LOPEZ                                                                
7596,KBQL        ,35.5731111111111,-105.171666666667,92.7,0.01,104.0,NM ,"SANGRE DE CRISTO BROADCASTING CO., INC.                                     "
7598,KQAY-FM     ,35.1397777777778,-103.743555555556,92.7,0.01,125.5,NM ,"MAJESTIC BROADCASTING, LLC                                                  "
7599,K224AR,36.9277222222222,-116.774222222222,92.7,0.01,0.0,NV ,BEATTY TOWN ADVISORY COUNCIL                                                
7600,KDSS        ,39.2460277777778,-114.928333333333,92.7,0.01,293.0,NV ,"COATES BROADCASTING, INC.                                                   "
7601,KRRN-FM2,36.3333055555556,-115.362222222222,92.7,0.01,0.0,NV ,"ENTRAVISION HOLDINGS, LLC                                                   "
7604,KWNA-FM     ,41.011,-117.767333333333,92.7,0.01,645.0,NV ,"ELKO BROADCASTING COMPANY, INC.                                             "
7605,WRAQ-LP     ,42.3156111111111,-78.0269444444444,92.7,0.01,0.0,NY ,ANGELICA COMMUNITY RADIO INC                                                
7606,WFME-FM     ,40.75733333333329,-73.7140277777778,92.7,0.01,159.0,NY ,"LOAM MEDIA, INC.                                                            "
7607,WGFR        ,43.3122777777778,-73.649,92.7,0.01,0.0,NY ,BOARD OF TRUSTEES OF ADIRONDACK COLLEGE                                     
7608,WXUR        ,43.1439722222222,-75.1773888888889,92.7,0.01,201.0,NY ,ARJUNA BROADCASTING CORPORATION.                                            
7609,WRRV        ,41.4570277777778,-74.4396111111111,92.7,0.01,82.0,NY ,"TOWNSQUARE LICENSE, LLC                                                     "
7610,WQTK        ,44.7058888888889,-75.4649444444444,92.7,0.01,95.0,NY ,"COMMUNITY BROADCASTERS, LLC                                                 "
7611,WOOG-LP     ,42.6958333333333,-73.5490555555556,92.7,0.01,0.0,NY ,"OAKWOOD COMMUNITY CENTER, INC.                                              "
7612,W224BI,43.38533333333329,-74.3051111111111,92.7,0.01,0.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
7613,WQEL        ,40.7636666666667,-82.93325,92.7,0.01,93.0,OH ,"FRANKLIN COMMUNICATIONS, INC.                                               "
7614,W224BR,39.3311666666667,-82.9968333333333,92.7,0.01,66.3,OH ,"IHM LICENSES, LLC                                                           "
7615,WCRS-LP     ,40.0940555555556,-83.0034444444444,92.7,0.01,0.0,OH ,THE NEIGHBORHOOD NETWORK                                                    
7616,WEFC-LP     ,39.9761666666667,-83.2398888888889,92.7,0.01,0.0,OH ,CHRISTIAN CHURCH OF EVANGELICAL FAITH PENTECOSTAL                           
7617,W224CD,41.3828333333333,-81.7018055555556,92.7,0.01,0.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
7618,WHIZ-FM     ,39.7145,-82.0693055555556,92.7,0.01,124.0,OH ,"MARQUEE BROADCASTING OHIO, INC.                                             "
7619,W224BO,38.7853333333333,-83.5465555555556,92.7,0.01,0.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
7620,KTRX        ,34.1156666666667,-97.0019444444445,92.7,0.01,104.0,OK ,"SMG-ARDMORE, LLC                                                            "
7621,KKBS        ,36.6703055555556,-101.480444444444,92.7,0.01,148.0,OK ,"MLS COMMUNICATIONS, INC.                                                    "
7622,KHWR-LP     ,34.8528611111111,-95.7969166666667,92.7,0.01,0.0,OK ,FLAMES OF TRUTH CRUSADES                                                    
7623,KZHC-FM     ,43.5728055555556,-119.131138888889,92.7,0.01,274.0,OR ,"KJDY, LLC                                                                   "
7624,KGBR        ,42.39638888888889,-124.364888888889,92.7,0.01,314.0,OR ,"ST. MARIE COMMUNICATIONS, INC.                                              "
7625,KGHV-LP     ,44.7133333333333,-119.101388888889,92.7,0.01,-195.0,OR ,EDEN'S VOICE INC.                                                           
7626,KNCU        ,44.7559444444444,-124.050388888889,92.7,0.01,256.0,OR ,KORE BROADCASTING LLC                                                       
7627,K224DL,45.5159444444444,-122.734277777778,92.7,0.01,0.0,OR ,EDUCATIONAL MEDIA FOUNDATION                                                
7628,K224CN,43.2020555555556,-123.382861111111,92.7,0.01,0.0,OR ,"RAIDER COMMUNICATIONS, INC.                                                 "
7629,KMSW        ,45.6492777777778,-121.274777777778,92.7,0.01,271.1,OR ,"BICOASTAL MEDIA LICENSES IV, LLC                                            "
7630,KOCF-LP     ,44.0413888888889,-123.370833333333,92.7,0.01,39.0,OR ,THE OREGON COUNTRY FAIR                                                     
7631,W224AU,40.5716944444445,-75.42975,92.7,0.01,0.0,PA ,MERCER COUNTY COMMUNITY COLLEGE                                             
7632,WEMR-LP     ,39.9143611111111,-77.6262777777778,92.7,0.01,0.0,PA ,CHAMBERSBURG AREA SCHOOL DISTRICT                                           
7633,WCCR-FM     ,41.2447777777778,-79.2614166666667,92.7,0.01,85.0,PA ,"SOUTHERN BELLE, LLC                                                         "
7634,W224DW,41.3849166666667,-80.4089722222222,92.7,0.01,0.0,PA ,"VCI RADIO, INC.                                                             "
7635,WICU-FM     ,42.1236666666667,-80.117,92.7,0.01,3.0,PA ,"SJL OF PENNSYLVANIA, INC.                                                   "
7636,W224AI,41.2186111111111,-76.9577777777778,92.7,0.01,0.0,PA ,"SALT AND LIGHT MEDIA MINISTRIES, INC.                                       "
7637,WJSM-FM     ,40.3473055555556,-78.4155555555556,92.7,0.01,180.0,PA ,"MARTINSBURG BROADCASTING, INC.                                              "
7638,WENI-FM     ,42.0319444444444,-76.7836111111111,92.7,0.01,221.0,PA ,"SOUTHERN BELLE, LLC                                                         "
7639,WPPY        ,40.0756388888889,-76.8005277777778,92.7,0.01,291.0,PA ,"FM RADIO LICENSES, LLC                                                      "
7641,W224DG,41.8082777777778,-71.4716388888889,92.7,0.01,0.0,RI ,"BLOUNT COMMUNICATIONS, INC.                                                 "
7642,WROP-LP     ,34.0056944444444,-81.0378611111111,92.7,0.01,0.0,SC ,ST. PETER'S CATHOLIC SCHOOL                                                 
7643,WLFW        ,33.7553888888889,-81.8453611111111,92.7,0.01,176.0,SC ,THE POWER FOUNDATION                                                        
7644,W224DQ,33.9277777777778,-80.3241388888889,92.7,0.01,0.0,SC ,SUMTER BAPTIST TEMPLE                                                       
7645,KJFP-LP     ,43.4194166666667,-103.455194444444,92.7,0.01,0.0,SD ,JOY COMMUNITY FELLOWSHIP SBC                                                
7646,KGFX-FM     ,44.3083055555556,-100.347361111111,92.7,0.01,148.6,SD ,JAMES RIVER BROADCASTING COMPANY                                            
7647,W224AZ,35.1350833333333,-85.3235833333333,92.7,0.01,0.0,TN ,"RADIO BY GRACE, INC.                                                        "
7648,W224DR,36.1572777777778,-88.7992222222222,92.7,0.01,0.0,TN ,THUNDERBOLT BROADCASTING COMPANY                                            
7649,WIJV        ,35.8678611111111,-84.4321388888889,92.7,0.01,153.0,TN ,PROGRESSIVE MEDIA INC.                                                      
7650,W224DM,35.9541666666667,-85.4769444444444,92.7,0.01,0.0,TN ,"MAIN STREET MEDIA, LLC                                                      "
7651,W224EC,35.1653888888889,-87.7430277777778,92.7,0.01,0.0,TN ,JUKEBOX MEDIA LLC                                                           
7652,KALP        ,30.3193055555556,-103.618222222222,92.7,0.01,100.0,TX ,"ALPINE RADIO, LLC                                                           "
7653,K224EF,35.2236666666667,-101.839638888889,92.7,0.01,0.0,TX ,"CHRISTIAN MINISTRIES OF THE VALLEY, INC.                                    "
7654,KISY        ,33.6462222222222,-95.5266111111111,92.7,0.01,106.7,TX ,TRACY MCCUTCHEN                                                             
7655,KIVY-FM     ,31.3057222222222,-95.4518888888889,92.7,0.01,150.0,TX ,LEON HUNT                                                                   
7656,KINL        ,28.73275,-100.493138888889,92.7,0.01,56.0,TX ,UNIVERSAL MEDIA CONNECTIONS LLC                                             
7658,K224FC,31.7924444444444,-106.479888888889,92.7,0.01,0.0,TX ,JAMES BUMPOUS                                                               
7659,KRNR        ,31.4398611111111,-98.5514166666667,92.7,0.01,125.0,TX ,B PLUS BROADCASTING LLC                                                     
7662,KJCO-LP     ,32.8077222222222,-94.4045555555556,92.7,0.01,13.0,TX ,JEFFERSON CHRISTIAN ACADEMY                                                 
7663,KKBA        ,27.6594722222222,-97.5703055555556,92.7,0.01,242.0,TX ,"MALKAN INTERACTIVE COMMUNICATIONS, LLC                                      "
7664,KJBZ        ,27.5180555555556,-99.5225277777778,92.7,0.01,88.0,TX ,ENCARNACION A. GUERRA                                                       
7665,KVRL-LP     ,32.4751388888889,-94.7343611111111,92.7,0.01,0.0,TX ,VIDAS REVOLUCIONADAS                                                        
7666,KVCE        ,33.5260555555556,-101.869055555556,92.7,0.01,182.0,TX ,"VCY AMERICA, INC.                                                           "
7667,KESO        ,26.0538055555556,-97.2131944444445,92.7,0.01,140.5,TX ,"RIO GRANDE BIBLE INSTITUTE, INC.                                            "
7668,K224EH,28.8163888888889,-97.0663888888889,92.7,0.01,0.0,TX ,EDUCATIONAL MEDIA FOUNDATION                                                
7669,K224ES,38.4564722222222,-112.658583333333,92.7,0.01,0.0,UT ,SANPETE COUNTY BROADCASTING CO.                                             
7670,KBDX        ,37.84025,-109.461777777778,92.7,0.01,1070.0,UT ,SAN JUAN RECORD INC                                                         
7671,KKNB-LP     ,37.00925,-112.530083333333,92.7,0.01,0.0,UT ,KANE COUNTY SHERIFFS OFFICE                                                 
7672,K224BR,40.683,-111.523527777778,92.7,0.01,0.0,UT ,"KSOP, INC.                                                                  "
7673,W224DB,37.0540277777778,-78.0205555555556,92.7,0.01,0.0,VA ,"DENBAR COMMUNICATIONS, INC.                                                 "
7674,WCVL-FM     ,37.9851388888889,-78.4797222222222,92.7,0.01,311.0,VA ,"TIDEWATER COMMUNICATIONS, LLC                                               "
7675,W224EB,37.3815277777778,-77.4269166666667,92.7,0.01,0.0,VA ,DISRUPTOR RADIO LLC                                                         
7676,W224AF,36.649,-79.4972222222222,92.7,0.01,0.0,VA ,"BIBLE BROADCASTING NETWORK, INC.                                            "
7678,W224BS,37.3084722222222,-80.1625555555556,92.7,0.01,476.4,VA ,CSN INTERNATIONAL                                                           
7679,W224DV,36.6238055555556,-80.2635277777778,92.7,0.01,0.0,VA ,"PATRICK COMMUNITY MEDIA, INC.                                               "
7680,WSWE-LP     ,37.5568055555556,-79.0811111111111,92.7,0.01,0.0,VA ,SWEET                                                                       
7681,W224AE,36.9076111111111,-81.0681388888889,92.7,0.01,0.0,VA ,"BIBLE BROADCASTING NETWORK, INC.                                            "
7682,WKVT-FM     ,42.8958888888889,-72.6631388888889,92.7,0.01,186.0,VT ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     "
7683,K224DR,46.9725833333333,-123.854055555556,92.7,0.01,0.0,WA ,NORTHWEST ROCK N ROLL PRESERVATION SOCIETY                                  
7684,KNCW        ,48.3198611111111,-119.539472222222,92.7,0.01,287.0,WA ,"NORTH CASCADES BROADCASTING, INC.                                           "
7685,K221BT,46.9451388888889,-119.387805555556,92.7,0.01,0.0,WA ,DIVINE MERCY BROADCASTING                                                   
7686,W224DE,42.6832222222222,-89.0201388888889,92.7,0.01,0.0,WI ,BENJAMIN THOMPSON                                                           
7687,WIBD        ,44.4972222222222,-87.58675,92.7,0.01,100.0,WI ,"MAGNUM BROADCASTING, INC.                                                   "
7688,W224EG,43.1694166666667,-89.2606666666667,92.7,0.01,0.0,WI ,"CIVIC MEDIA, INC.                                                           "
7689,WPKG        ,44.591638888888895,-90.6193055555556,92.7,0.01,134.0,WI ,"CENTRAL WISCONSIN BROADCASTING, INC.                                        "
